student_id,student_name,birth_date,grade_level,school_name,barangay,math_score,english_score,science_score,attendance_rate
STU-300925,Mr. Robert Thomas,2012-03-24,Grade 4,Poblacion National High School,Del Pilar,63.0,85.0,83.0,1.0
STU-300206,Mr. Paul Boyd,2006-08-27,Grade 6,Mabini Integrated School,Del Pilar,92.0,76.0,80.0,0.88
STU-300103,Traci Stephens,2014-07-17,Grade 7,Poblacion National High School,Bayanihan,77.0,82.0,96.0,0.91
STU-300489,Teresa Lawson,2012-08-09,Grade 5,Mabini Integrated School,San Isidro,72.0,99.0,100.0,0.88
STU-300309,Ann Richardson,2012-03-16,Grade 9,Poblacion National High School,Maligaya,80.0,75.0,81.0,0.93
STU-300516,Danielle Andersen,2019-12-22,Grade 5,San Isidro Elementary School,Bagong Silang,60.0,79.0,75.0,0.89
STU-300222,Erik Barker,2018-05-04,Grade 3,San Isidro Elementary School,Magsaysay,80.0,83.0,86.0,1.0
STU-300153,Ashley Rivera,2021-02-02,Grade 7,Rizal Elementary School,Sta. Cruz,77.0,69.0,90.0,0.94
STU-300180,Jessica Kennedy,2015-03-23,Grade 5,Poblacion National High School,San Jose,88.0,66.0,68.0,0.86
STU-300656,Jennifer Mahoney,2012-07-28,Grade 6,Rizal Elementary School,Rizal,68.0,66.0,65.0,0.9
STU-300182,Vanessa Ross,2008-08-05,Grade 9,Poblacion National High School,Mabini,74.0,73.0,57.0,0.94
STU-300892,Kimberly Barber,2017-08-21,Grade 9,Rizal Elementary School,Rizal,97.0,79.0,60.0,1.0
STU-300331,Robert Cochran,2017-05-27,Grade 1,Poblacion National High School,Poblacion,82.0,74.0,92.0,1.0
STU-300582,Kimberly Martin,2012-03-26,Grade 10,Rizal Elementary School,Mabini,76.0,84.0,84.0,0.93
STU-300141,Lindsey Clark,2009-07-08,Grade 3,San Isidro Elementary School,Magsaysay,82.0,78.0,74.0,0.98
STU-300771,Mrs. Jennifer James,2012-10-27,Grade 7,Rizal Elementary School,San Jose,80.0,83.0,93.0,0.82
STU-300666,Brenda Nelson DDS,2014-09-26,Grade 7,Poblacion National High School,Rizal,75.0,83.0,89.0,0.98
STU-300785,Jason Dean,2007-05-12,Grade 7,Mabini Integrated School,Bagong Silang,83.0,100.0,84.0,0.94
STU-300558,Frederick Bonilla,2011-09-29,Grade 5,San Isidro Elementary School,Bayanihan,75.0,74.0,68.0,0.83
STU-300611,Kent Mendoza,2010-12-20,Grade 1,San Isidro Elementary School,Sta. Cruz,95.0,92.0,81.0,0.82
STU-300716,Justin Huffman,2018-10-28,Grade 1,Mabini Integrated School,Bayanihan,60.0,80.0,74.0,0.89
STU-300316,Katie Hill,2018-03-08,Grade 7,Poblacion National High School,Bayanihan,83.0,72.0,72.0,0.89
STU-300415,Eric Sanford,2006-06-29,Grade 1,Poblacion National High School,Maligaya,78.0,72.0,87.0,0.91
STU-300210,Amanda Taylor,2013-03-21,Grade 6,Rizal Elementary School,Bayanihan,,,,
STU-300777,Jeffrey May,2005-09-19,Grade 5,Mabini Integrated School,Maligaya,67.0,62.0,78.0,0.96
STU-300142,Mary White,2015-02-05,Grade 1,San Isidro Elementary School,Bagong Silang,77.0,74.0,70.0,0.82
STU-300002,Ashley Grant,2020-01-14,Grade 4,Poblacion National High School,Rizal,86.0,88.0,79.0,0.93
STU-300362,Christian Cowan,2017-10-18,Grade 9,Rizal Elementary School,Poblacion,73.0,75.0,68.0,1.0
STU-300004,Susan Henry,2015-03-29,Grade 4,Poblacion National High School,Rizal,85.0,71.0,69.0,0.94
STU-300044,Amanda Estrada,2005-07-11,Grade 6,Mabini Integrated School,San Jose,70.0,75.0,84.0,0.92
STU-300962,Sydney Gates,2018-12-07,Grade 7,San Isidro Elementary School,Del Pilar,82.0,80.0,100.0,0.94
STU-300281,Elijah Ferguson,2011-02-04,Grade 4,Mabini Integrated School,San Miguel,77.0,68.0,82.0,0.96
STU-300689,Raymond Carter,2006-04-11,Grade 6,Poblacion National High School,Bayanihan,86.0,95.0,90.0,0.86
STU-300202,Christopher Irwin,2017-12-22,Grade 6,Rizal Elementary School,Del Pilar,68.0,90.0,92.0,0.91
STU-300302,Samuel Edwards,2005-06-20,Grade 8,Poblacion National High School,Magsaysay,74.0,100.0,96.0,0.91
STU-300571,Timothy English,2011-08-29,Grade 6,Poblacion National High School,Bayanihan,74.0,88.0,70.0,0.98
STU-300365,Erika Foster,2016-01-04,Grade 8,Mabini Integrated School,Rizal,98.0,77.0,81.0,0.9
STU-300358,Jessica Davidson,2007-11-06,Grade 2,Rizal Elementary School,Mabini,79.0,63.0,99.0,0.92
STU-300581,Tanya Harmon,2010-03-27,Grade 9,Rizal Elementary School,Magsaysay,94.0,87.0,85.0,0.95
STU-300527,Shannon Welch,2008-07-12,Grade 4,Mabini Integrated School,Mabini,,,,
STU-300371,Arthur Larson,2009-08-29,Grade 5,San Isidro Elementary School,San Isidro,,,,
STU-300606,Mrs. Elizabeth Ramirez DVM,2010-11-12,Grade 6,San Isidro Elementary School,Maligaya,80.0,80.0,83.0,0.9
STU-300499,Claire Johnson,2008-02-01,Grade 10,Rizal Elementary School,Mabini,,,,
STU-300598,Melissa Armstrong,2010-04-04,Grade 9,Rizal Elementary School,Poblacion,58.0,68.0,74.0,0.9
STU-300237,Gregory Oconnell,2007-12-11,Grade 8,Rizal Elementary School,Poblacion,75.0,90.0,79.0,0.95
STU-300273,Kathleen Martinez,2021-01-27,Grade 7,Rizal Elementary School,Sta. Cruz,65.0,89.0,71.0,1.0
STU-300691,Lisa Campbell,2018-08-01,Grade 6,San Isidro Elementary School,Del Pilar,86.0,74.0,69.0,0.93
STU-300194,Shannon Brown,2017-12-05,Grade 8,San Isidro Elementary School,Sta. Cruz,79.0,100.0,74.0,0.91
STU-300513,Angela Willis,2010-10-29,Grade 8,San Isidro Elementary School,Magsaysay,,,,
STU-300875,Rita Harris,2006-11-19,Grade 5,Rizal Elementary School,Sta. Cruz,67.0,62.0,85.0,0.79
STU-300627,Renee Crawford,2011-12-15,Grade 7,San Isidro Elementary School,Magsaysay,90.0,79.0,79.0,0.99
STU-300209,Aaron Acosta,2020-09-09,Grade 10,Rizal Elementary School,Bagong Silang,64.0,82.0,66.0,0.99
STU-300162,Andres Allen,2014-06-11,Grade 5,Rizal Elementary School,San Isidro,97.0,79.0,83.0,0.94
STU-300677,Alexander Bullock,2007-03-22,Grade 1,Rizal Elementary School,Del Pilar,73.0,71.0,70.0,0.87
STU-300802,Amber Rios,2016-10-04,Grade 6,San Isidro Elementary School,San Jose,92.0,90.0,76.0,0.94
STU-300087,Tammie Salazar,2011-06-29,Grade 2,San Isidro Elementary School,Poblacion,72.0,78.0,77.0,0.99
STU-300774,Michael Davis,2021-01-05,Grade 7,Poblacion National High School,Del Pilar,67.0,58.0,94.0,0.9
STU-300614,Sara Rodgers,2007-03-01,Grade 5,San Isidro Elementary School,Rizal,84.0,79.0,68.0,0.88
STU-300190,Jamie Stevenson,2007-07-22,Grade 2,San Isidro Elementary School,Magsaysay,77.0,82.0,91.0,0.97
STU-300178,Nicole James,2015-06-20,Grade 1,Poblacion National High School,Mabini,92.0,83.0,82.0,0.91
STU-300392,Lindsey Thomas,2019-12-31,Grade 5,Poblacion National High School,Sta. Cruz,78.0,89.0,78.0,0.85
STU-300408,Jason Carlson,2012-02-03,Grade 5,Poblacion National High School,Rizal,77.0,79.0,68.0,0.88
STU-300569,Mary Weiss,2005-10-06,Grade 9,Poblacion National High School,Sta. Cruz,89.0,67.0,100.0,0.82
STU-300967,Rachel Merritt,2021-05-03,Grade 7,Rizal Elementary School,San Jose,68.0,85.0,83.0,0.9
STU-300703,John Woodard,2012-01-03,Grade 2,Mabini Integrated School,Magsaysay,69.0,88.0,64.0,0.92
STU-300511,Andrew Green,2017-08-23,Grade 2,Mabini Integrated School,Poblacion,66.0,84.0,74.0,0.9
STU-300711,Jordan Brooks,2011-09-13,Grade 1,Poblacion National High School,Poblacion,87.0,70.0,48.0,0.98
STU-300439,James Young,2017-10-09,Grade 6,San Isidro Elementary School,Del Pilar,,,,
STU-300471,Lisa Chen,2012-03-13,Grade 1,San Isidro Elementary School,Rizal,73.0,77.0,92.0,0.97
STU-300398,Carrie Watts,2007-07-20,Grade 10,San Isidro Elementary School,Del Pilar,65.0,79.0,69.0,0.91
STU-300592,Rebecca Robinson,2012-09-05,Grade 6,San Isidro Elementary School,San Jose,98.0,73.0,92.0,1.0
STU-300650,Amanda Aguilar,2008-11-19,Grade 1,Poblacion National High School,San Miguel,85.0,83.0,67.0,0.93
STU-300708,Kelsey Graves,2020-12-20,Grade 10,Mabini Integrated School,Del Pilar,77.0,82.0,66.0,0.83
STU-300876,Tyler Barber,2013-07-20,Grade 4,Poblacion National High School,Bagong Silang,95.0,69.0,78.0,0.97
STU-300043,Alyssa Kline,2017-06-24,Grade 6,Mabini Integrated School,Del Pilar,87.0,83.0,81.0,0.85
STU-300261,Emily Gonzalez,2012-08-10,Grade 1,Rizal Elementary School,Maligaya,89.0,86.0,75.0,0.99
STU-300566,Susan Jones,2016-04-24,Grade 10,San Isidro Elementary School,Mabini,75.0,89.0,78.0,0.89
STU-300429,John Perez,2013-08-03,Grade 3,Rizal Elementary School,Del Pilar,61.0,66.0,99.0,0.91
STU-300228,Dustin Fox,2014-06-26,Grade 2,San Isidro Elementary School,San Jose,82.0,100.0,88.0,0.89
STU-300005,Jill Watkins DVM,2014-04-09,Grade 10,Rizal Elementary School,Rizal,71.0,63.0,82.0,0.9
STU-300989,Jason Haas,2006-03-09,Grade 4,Mabini Integrated School,Bayanihan,65.0,70.0,88.0,0.86
STU-300819,Andrea Sanchez,2009-11-17,Grade 2,Mabini Integrated School,Bagong Silang,91.0,87.0,68.0,0.98
STU-300318,Henry Keller,2019-08-01,Grade 2,Mabini Integrated School,Magsaysay,79.0,76.0,78.0,0.91
STU-300880,Travis Peterson,2014-11-05,Grade 8,Mabini Integrated School,San Isidro,95.0,76.0,100.0,0.89
STU-300312,Mark Smith,2021-01-13,Grade 6,San Isidro Elementary School,Rizal,,,,
STU-300075,Christina Miller,2008-12-12,Grade 1,Poblacion National High School,Del Pilar,77.0,98.0,88.0,0.9
STU-300173,Steven Peterson,2020-03-06,Grade 1,Poblacion National High School,Magsaysay,87.0,84.0,68.0,0.98
STU-300841,Andre Harper,2006-11-21,Grade 9,Rizal Elementary School,Mabini,78.0,89.0,60.0,0.87
STU-300051,Charles Thomas,2012-09-07,Grade 2,San Isidro Elementary School,Del Pilar,86.0,76.0,72.0,0.86
STU-300551,Mary Woodard,2015-07-04,Grade 4,Rizal Elementary School,San Miguel,70.0,67.0,62.0,0.89
STU-300796,Felicia Goodwin,2014-12-07,Grade 9,Mabini Integrated School,San Miguel,66.0,84.0,83.0,0.87
STU-300487,Bobby Liu,2014-09-03,Grade 9,Rizal Elementary School,Mabini,95.0,82.0,77.0,0.96
STU-300220,Ashley Wolfe,2008-04-01,Grade 3,San Isidro Elementary School,San Miguel,73.0,83.0,80.0,0.92
STU-300508,Dr. Amber Harris,2011-08-23,Grade 6,Mabini Integrated School,San Isidro,79.0,100.0,79.0,0.98
STU-300585,Donald Campbell,2019-04-09,Grade 8,San Isidro Elementary School,Sta. Cruz,72.0,93.0,61.0,0.91
STU-300387,Joyce Holmes,2013-07-05,Grade 5,Rizal Elementary School,Bayanihan,57.0,97.0,73.0,0.86
STU-300093,Michael Love,2015-10-09,Grade 8,Poblacion National High School,San Miguel,632.0,648.0,624.0,7.36
STU-300148,Robert Harvey,2016-04-07,Grade 6,Mabini Integrated School,Maligaya,81.0,79.0,79.0,0.95
STU-300482,James Trujillo,2017-02-20,Grade 7,Rizal Elementary School,Mabini,96.0,82.0,86.0,0.91
STU-300852,Ryan Jones,2005-12-21,Grade 1,Poblacion National High School,Rizal,80.0,78.0,68.0,0.89
STU-300249,Harry Pham,2008-03-25,Grade 8,Mabini Integrated School,Mabini,78.0,81.0,84.0,0.94
STU-300340,Jesse Perez,2008-06-05,Grade 8,Mabini Integrated School,Del Pilar,99.0,82.0,88.0,0.97
STU-300808,Brian Harmon,2017-12-11,Grade 10,Mabini Integrated School,Bayanihan,81.0,94.0,84.0,0.9
STU-300200,Donald Nelson,2006-08-22,Grade 1,Poblacion National High School,Magsaysay,95.0,84.0,74.0,0.94
STU-300091,Jose Rivera,2013-08-21,Grade 3,Mabini Integrated School,San Miguel,71.0,70.0,79.0,0.92
STU-300540,David Moore,2019-08-20,Grade 8,Mabini Integrated School,Del Pilar,80.0,78.0,85.0,0.85
STU-300442,Walter Valdez,2005-12-09,Grade 8,Rizal Elementary School,Mabini,79.0,88.0,75.0,0.93
STU-300985,Angela Cook,2016-06-24,Grade 4,San Isidro Elementary School,Rizal,83.0,93.0,82.0,0.8
STU-300280,Ryan Barker,2013-10-03,Grade 8,Rizal Elementary School,Sta. Cruz,,,,
STU-300410,Amber Evans,2012-05-31,Grade 4,Rizal Elementary School,Bayanihan,78.0,90.0,77.0,1.0
STU-300864,Jose Young,2014-05-24,Grade 6,Rizal Elementary School,Del Pilar,69.0,68.0,73.0,0.96
STU-300568,Jennifer Arellano,2007-10-08,Grade 8,San Isidro Elementary School,San Jose,64.0,84.0,93.0,0.82
STU-300615,Barbara Dougherty,2019-06-25,Grade 5,Mabini Integrated School,Poblacion,85.0,80.0,72.0,0.91
STU-300926,Grace Jones,2014-08-17,Grade 1,Mabini Integrated School,Bayanihan,79.0,88.0,82.0,0.88
STU-300335,Aimee Warner,2006-08-20,Grade 6,Poblacion National High School,Magsaysay,75.0,77.0,89.0,0.94
STU-300871,Austin Nelson,2013-03-14,Grade 9,San Isidro Elementary School,San Isidro,69.0,87.0,51.0,0.89
STU-300857,Linda Austin,2009-06-11,Grade 6,Rizal Elementary School,Poblacion,64.0,67.0,74.0,0.92
STU-300923,Hunter Warner,2014-02-11,Grade 5,Mabini Integrated School,Del Pilar,93.0,64.0,84.0,0.86
STU-300506,Scott Carter,2013-01-29,Grade 8,Poblacion National High School,Bayanihan,91.0,82.0,77.0,0.85
STU-300752,Jeffrey Lee,2018-07-23,Grade 10,Poblacion National High School,Poblacion,58.0,85.0,60.0,0.85
STU-300759,Jessica Perry,2017-03-05,Grade 10,San Isidro Elementary School,Bagong Silang,90.0,75.0,70.0,0.89
STU-300092,Zoe Sharp,2006-08-12,Grade 8,Rizal Elementary School,Mabini,57.0,82.0,92.0,0.87
STU-300742,David Martin,2010-06-20,Grade 1,Rizal Elementary School,Bayanihan,69.0,83.0,64.0,1.0
STU-300845,Sydney Reynolds,2009-08-02,Grade 5,Rizal Elementary School,Bayanihan,89.0,73.0,84.0,0.91
STU-300905,Eric Arnold,2016-12-14,Grade 8,Rizal Elementary School,San Jose,100.0,73.0,85.0,0.94
STU-300911,Andrea Warren,2015-05-19,Grade 1,San Isidro Elementary School,Poblacion,90.0,71.0,95.0,0.89
STU-300575,Jennifer Winters,2012-03-24,Grade 3,Mabini Integrated School,San Miguel,79.0,85.0,80.0,0.94
STU-300573,Sean Deleon DVM,2009-03-08,Grade 3,Rizal Elementary School,Poblacion,88.0,66.0,75.0,0.88
STU-300278,Deanna Webster,2009-10-24,Grade 1,Poblacion National High School,San Isidro,75.0,80.0,85.0,0.97
STU-300279,Elaine Bartlett,2014-12-24,Grade 6,San Isidro Elementary School,Maligaya,62.0,74.0,88.0,0.89
STU-300337,David Goodman,2006-07-22,Grade 3,San Isidro Elementary School,San Jose,68.0,83.0,70.0,0.9
STU-300227,Teresa Mcdonald,2017-10-08,Grade 2,San Isidro Elementary School,Maligaya,76.0,99.0,64.0,0.92
STU-300008,Thomas Stone,2016-11-27,Grade 2,Poblacion National High School,Poblacion,72.0,82.0,74.0,1.0
STU-300085,Karen Howard,2015-11-29,Grade 7,San Isidro Elementary School,San Isidro,83.0,82.0,67.0,0.94
STU-300903,Marilyn Quinn,2014-08-19,Grade 9,San Isidro Elementary School,San Isidro,66.0,100.0,77.0,0.91
STU-300616,John Reeves,2010-07-05,Grade 9,Poblacion National High School,Poblacion,71.0,81.0,64.0,0.91
STU-300810,Richard Daniel,2020-07-17,Grade 3,Rizal Elementary School,San Jose,74.0,86.0,69.0,0.96
STU-300840,Taylor Riley DDS,2015-01-31,Grade 5,San Isidro Elementary School,Mabini,85.0,73.0,59.0,0.89
STU-300096,Nicholas Wilson,2016-09-22,Grade 5,Mabini Integrated School,San Isidro,,,,
STU-300341,Misty Fisher,2009-10-13,Grade 8,Rizal Elementary School,Bayanihan,87.0,84.0,74.0,0.84
STU-300121,Javier Fernandez,2005-06-29,Grade 7,Poblacion National High School,San Miguel,76.0,72.0,69.0,0.95
STU-300156,Timothy Landry,2017-05-12,Grade 5,Poblacion National High School,Bagong Silang,62.0,89.0,72.0,0.85
STU-300751,Jake Burnett,2007-09-12,Grade 10,Mabini Integrated School,Sta. Cruz,62.0,79.0,82.0,0.93
STU-300754,Regina Griffith,2006-07-26,Grade 5,Rizal Elementary School,Magsaysay,73.0,68.0,72.0,0.88
STU-300681,Alexander Villarreal,2015-02-20,Grade 8,Rizal Elementary School,Bagong Silang,83.0,71.0,83.0,0.94
STU-300470,Kenneth Bradley,2020-12-27,Grade 8,Poblacion National High School,San Miguel,82.0,96.0,99.0,0.99
STU-300557,Matthew Cordova,2010-10-05,Grade 5,Mabini Integrated School,Maligaya,632.0,648.0,624.0,7.36
STU-300293,Lauren Cummings,2018-09-04,Grade 7,Poblacion National High School,San Jose,77.0,94.0,89.0,0.93
STU-300822,Tyler Anderson,2018-01-03,Grade 1,Rizal Elementary School,Bayanihan,81.0,79.0,64.0,0.85
STU-300745,Candace Brock,2011-11-20,Grade 2,Rizal Elementary School,Rizal,84.0,82.0,79.0,0.92
STU-300164,Terry Schneider,2010-12-23,Grade 9,Rizal Elementary School,Sta. Cruz,86.0,73.0,73.0,0.96
STU-300746,Michael Brooks,2020-03-22,Grade 5,Poblacion National High School,Poblacion,70.0,87.0,89.0,0.9
STU-300282,Gregory Salinas,2009-02-28,Grade 6,San Isidro Elementary School,San Isidro,85.0,82.0,90.0,0.92
STU-300364,Christopher Brewer,2008-06-14,Grade 1,Mabini Integrated School,San Jose,73.0,89.0,68.0,0.88
STU-300310,Lindsey Taylor,2013-10-15,Grade 10,Poblacion National High School,Bayanihan,88.0,69.0,72.0,0.99
STU-300510,Mr. Christopher Gardner,2015-08-05,Grade 9,Rizal Elementary School,Bayanihan,88.0,76.0,80.0,0.97
STU-300179,Joseph Johnson,2010-12-04,Grade 7,Mabini Integrated School,Mabini,72.0,84.0,89.0,0.91
STU-300069,Angela Stein,2007-12-29,Grade 6,Poblacion National High School,Del Pilar,79.0,73.0,63.0,0.84
STU-300934,Jesus Terry,2008-04-30,Grade 3,Mabini Integrated School,Poblacion,71.0,97.0,75.0,0.95
STU-300895,Logan Brown,2015-08-25,Grade 6,Rizal Elementary School,Magsaysay,87.0,69.0,70.0,0.89
STU-300687,Randall Phillips,2008-07-22,Grade 10,Rizal Elementary School,Poblacion,,,,
STU-300960,Christina Lamb,2016-11-25,Grade 1,Poblacion National High School,Maligaya,71.0,78.0,66.0,1.0
STU-300058,Kelly Dodson,2007-05-05,Grade 10,Rizal Elementary School,Maligaya,98.0,90.0,86.0,0.83
STU-300884,Linda Huff,2005-09-03,Grade 5,Poblacion National High School,Bayanihan,53.0,53.0,82.0,0.94
STU-300999,Amanda Moore,2007-11-28,Grade 7,San Isidro Elementary School,San Miguel,77.0,64.0,87.0,0.97
STU-300956,Ashlee Robinson,2018-04-11,Grade 7,Mabini Integrated School,Maligaya,100.0,91.0,84.0,0.99
STU-300265,Ricky Kramer,2017-07-27,Grade 2,Rizal Elementary School,San Isidro,78.0,69.0,78.0,0.93
STU-300768,Kevin Hall,2008-03-06,Grade 10,Poblacion National High School,Maligaya,75.0,79.0,70.0,1.0
STU-300800,Albert Green,2009-08-31,Grade 4,San Isidro Elementary School,Bayanihan,90.0,75.0,80.0,0.86
STU-300380,Krista Bennett,2015-11-28,Grade 6,Rizal Elementary School,Bagong Silang,92.0,81.0,78.0,0.92
STU-300604,Krystal Jones DVM,2012-05-18,Grade 10,Poblacion National High School,Magsaysay,97.0,72.0,71.0,0.91
STU-300684,Mary Harper,2017-04-29,Grade 6,Poblacion National High School,Rizal,74.0,77.0,75.0,0.9
STU-300794,Mrs. Maria Brady MD,2017-04-30,Grade 10,Poblacion National High School,Maligaya,62.0,97.0,89.0,0.91
STU-300729,Martin Santos,2012-03-12,Grade 10,Mabini Integrated School,San Jose,76.0,70.0,69.0,0.85
STU-300147,Sue Rodriguez,2011-01-10,Grade 6,Poblacion National High School,Del Pilar,79.0,98.0,71.0,0.96
STU-300251,Stephanie Harris,2012-04-23,Grade 5,Mabini Integrated School,Mabini,63.0,80.0,83.0,0.88
STU-300646,James Dickerson,2009-04-22,Grade 3,San Isidro Elementary School,San Isidro,78.0,73.0,81.0,0.85
STU-300902,Michael Ingram,2020-08-13,Grade 3,Rizal Elementary School,San Miguel,,,,
STU-300212,Ricardo Hancock,2009-04-11,Grade 1,Mabini Integrated School,Maligaya,60.0,90.0,80.0,0.95
STU-300440,Richard Barker,2006-06-08,Grade 5,San Isidro Elementary School,Maligaya,90.0,80.0,74.0,0.98
STU-300878,Logan Brown,2009-06-13,Grade 4,San Isidro Elementary School,Maligaya,82.0,74.0,89.0,0.89
STU-300330,Mr. Keith Aguilar Jr.,2013-02-11,Grade 5,San Isidro Elementary School,San Miguel,69.0,89.0,82.0,0.83
STU-300781,Christopher Hines,2016-09-21,Grade 9,Poblacion National High School,Magsaysay,61.0,92.0,56.0,0.95
STU-300276,James Cole,2010-07-30,Grade 9,Mabini Integrated School,Bayanihan,100.0,90.0,82.0,1.0
STU-300801,Oscar Hawkins,2009-03-15,Grade 10,San Isidro Elementary School,San Isidro,79.0,68.0,100.0,0.8
STU-300787,Stephen Hall,2005-09-11,Grade 7,San Isidro Elementary School,Del Pilar,100.0,74.0,92.0,0.88
STU-300667,Michael Wilson,2012-05-21,Grade 10,Poblacion National High School,Rizal,80.0,79.0,74.0,0.87
STU-300693,Emma Maldonado,2020-01-29,Grade 7,Mabini Integrated School,San Miguel,74.0,92.0,76.0,0.89
STU-300448,Brady Smith,2012-11-11,Grade 6,Rizal Elementary School,Poblacion,65.0,82.0,97.0,0.87
STU-300170,Adam Knox,2016-08-03,Grade 4,San Isidro Elementary School,San Isidro,92.0,72.0,92.0,0.84
STU-300821,Lisa Tapia,2017-08-17,Grade 6,Rizal Elementary School,Poblacion,100.0,73.0,69.0,0.88
STU-300524,Julie King,2014-09-08,Grade 2,Poblacion National High School,San Isidro,61.0,83.0,69.0,0.92
STU-300303,Don Fitzpatrick,2016-06-22,Grade 7,Mabini Integrated School,Bagong Silang,100.0,91.0,57.0,0.99
STU-300487,Bobby Liu,2014-09-03,Grade 9,Rizal Elementary School,Mabini,95.0,82.0,77.0,0.96
STU-300737,Tyler Obrien,2010-04-03,Grade 7,Mabini Integrated School,Mabini,,,,
STU-300832,Emily Martin,2010-08-07,Grade 9,Poblacion National High School,Del Pilar,98.0,81.0,79.0,0.96
STU-300019,Gabrielle Schneider,2012-04-22,Grade 5,Mabini Integrated School,Del Pilar,66.0,78.0,89.0,0.85
STU-300324,Jesse Brown,2007-03-17,Grade 7,Poblacion National High School,San Jose,75.0,88.0,75.0,0.95
STU-300260,Judy Powell,2013-10-01,Grade 3,Rizal Elementary School,Bagong Silang,81.0,72.0,66.0,1.0
STU-300847,Linda Norton,2016-12-23,Grade 1,Poblacion National High School,San Miguel,87.0,92.0,72.0,0.94
STU-300409,Deanna Henderson,2007-02-04,Grade 6,Poblacion National High School,Bagong Silang,73.0,86.0,88.0,0.96
STU-300400,Joseph Mitchell,2015-04-07,Grade 8,Rizal Elementary School,Bagong Silang,77.0,89.0,81.0,0.9
STU-300216,Thomas Jones,2017-02-10,Grade 10,San Isidro Elementary School,Bagong Silang,88.0,81.0,92.0,0.85
STU-300054,Michael Davidson,2012-04-17,Grade 6,San Isidro Elementary School,Del Pilar,81.0,73.0,89.0,0.92
STU-300888,Michael Jordan,2019-12-26,Grade 3,San Isidro Elementary School,Rizal,60.0,61.0,80.0,0.95
STU-300150,Charles Gonzalez,2018-11-12,Grade 8,San Isidro Elementary School,Del Pilar,66.0,69.0,65.0,0.82
STU-300696,Sarah Jordan,2018-07-08,Grade 6,Poblacion National High School,Bayanihan,71.0,87.0,69.0,0.9
STU-300877,Becky Jimenez,2012-01-21,Grade 1,Mabini Integrated School,San Isidro,83.0,84.0,72.0,0.91
STU-300717,Brian Perez,2012-11-06,Grade 6,Mabini Integrated School,Magsaysay,83.0,82.0,66.0,0.96
STU-300704,Heather Whitaker,2012-09-18,Grade 6,Rizal Elementary School,Magsaysay,68.0,79.0,96.0,0.89
STU-300106,Derek Adams,2012-11-01,Grade 3,San Isidro Elementary School,Magsaysay,87.0,78.0,80.0,0.87
STU-300724,Carrie Jones,2005-10-31,Grade 7,Mabini Integrated School,Bagong Silang,84.0,82.0,84.0,0.92
STU-300024,Kevin Washington,2018-07-31,Grade 9,Poblacion National High School,Poblacion,88.0,81.0,79.0,0.95
STU-300915,Allison Lutz,2010-11-24,Grade 3,San Isidro Elementary School,Sta. Cruz,55.0,82.0,81.0,0.94
STU-300533,Tammy Archer,2018-06-30,Grade 5,Rizal Elementary School,Bayanihan,89.0,86.0,79.0,0.76
STU-300817,Ronald Baker,2014-11-08,Grade 7,Mabini Integrated School,Poblacion,93.0,78.0,79.0,0.84
STU-300082,James Taylor,2009-03-02,Grade 10,Poblacion National High School,Mabini,64.0,87.0,82.0,0.98
STU-300842,Sonia Lester,2017-08-01,Grade 9,San Isidro Elementary School,Bayanihan,61.0,67.0,73.0,0.97
STU-300861,Jonathon Baker,2015-01-12,Grade 2,Poblacion National High School,Sta. Cruz,75.0,80.0,60.0,0.97
STU-300613,Patrick Austin,2007-09-10,Grade 8,San Isidro Elementary School,Rizal,84.0,84.0,71.0,0.83
STU-300379,Edward Hayes,2009-08-03,Grade 8,Mabini Integrated School,San Jose,73.0,70.0,72.0,0.91
STU-300076,Julia Hardin,2010-12-13,Grade 6,Rizal Elementary School,Bagong Silang,,,,
STU-300388,Crystal Lopez,2007-02-10,Grade 1,Poblacion National High School,Poblacion,85.0,86.0,91.0,0.9
STU-300406,John Gordon,2006-10-05,Grade 7,Poblacion National High School,Poblacion,85.0,74.0,60.0,0.87
STU-300291,Christine Pham,2017-03-18,Grade 1,Mabini Integrated School,Bagong Silang,79.0,84.0,75.0,0.79
STU-300110,Joseph Wheeler,2019-12-29,Grade 8,Poblacion National High School,Sta. Cruz,90.0,89.0,82.0,0.97
STU-300624,Jacob Serrano,2018-10-05,Grade 6,Mabini Integrated School,Bagong Silang,90.0,71.0,78.0,0.93
STU-300793,Karen Kelly,2020-09-06,Grade 9,Poblacion National High School,San Isidro,66.0,83.0,79.0,0.88
STU-300772,Logan Fleming,2016-04-18,Grade 8,Poblacion National High School,Sta. Cruz,100.0,64.0,69.0,0.99
STU-300246,Betty Brown,2018-03-16,Grade 3,Rizal Elementary School,San Miguel,71.0,95.0,81.0,1.0
STU-300145,Kenneth Morris,2012-11-04,Grade 10,Mabini Integrated School,Poblacion,88.0,87.0,74.0,0.9
STU-300128,Chelsea Strickland,2013-02-02,Grade 9,Poblacion National High School,San Miguel,59.0,69.0,68.0,0.93
STU-300851,William Clay,2005-09-06,Grade 10,Mabini Integrated School,San Isidro,70.0,70.0,60.0,0.81
STU-300622,James Rivera,2020-06-27,Grade 3,San Isidro Elementary School,Maligaya,86.0,81.0,77.0,0.9
STU-300975,Jeffery Gonzales,2009-05-05,Grade 3,Poblacion National High School,San Jose,82.0,91.0,96.0,0.91
