order_id,order_date,customer_name,barangay,product,category,quantity,unit_price,total_amount,payment_method
SO-100281,2026-05-24,Abigail Campbell,Bagong Silang,Shampoo,Grocery,5.0,317.87,1589.35,Cash
SO-100689,2026-05-24,Mary Kelley,Mabini,Shampoo,Grocery,2.0,789.13,1578.26,Cash
SO-100202,2026-05-24,Tyler Garcia,San Jose,Instant Noodles,Personal Care,1.0,779.93,779.93,Bank Transfer
SO-100302,2026-05-24,Eric Ferrell,Sta. Cruz,Rice,Beverage,1.0,201.45,201.45,GCash
SO-100571,2026-05-24,Patrick Griffith,San Isidro,Rice,Household,8.0,805.39,6443.12,Cash
SO-100365,2026-05-24,Sharon Moore,San Miguel,Shampoo,Beverage,4.0,277.6,1110.4,GCash
SO-100358,2026-05-24,Kelly Mcclure,Del Pilar,Shampoo,Beverage,1.0,350.23,350.23,Cash
SO-100581,2026-05-24,Rebecca Mcclure,Del Pilar,Coffee,Beverage,2.0,534.86,1069.72,GCash
SO-100527,2026-05-24,Laura Bautista,Bagong Silang,Rice,Personal Care,,,,Card
SO-100371,2026-05-24,Jennifer Anthony,San Miguel,Cooking Oil,Beverage,,,,Bank Transfer
SO-100606,2026-05-24,Pamela Hawkins,Poblacion,Canned Sardines,Personal Care,3.0,555.46,1666.38,GCash
SO-100499,2026-05-24,Dorothy Ballard,Mabini,Shampoo,Personal Care,,,,Card
SO-100598,2026-05-24,Terry Mullins,Maligaya,Shampoo,Beverage,6.0,491.66,2949.96,Cash
SO-100237,2026-05-24,Andrew Potter,Maligaya,Canned Sardines,Household,3.0,470.79,1412.37,Cash
SO-100273,2026-05-24,Isaiah Hill,Poblacion,Rice,Household,7.0,133.15,932.05,Card
SO-100691,2026-05-24,Patrick Bailey,San Isidro,Canned Sardines,Household,2.0,733.8,1467.6,GCash
SO-100194,2026-05-24,James Jones,Del Pilar,Canned Sardines,Household,5.0,630.08,3150.4,Bank Transfer
SO-100513,2026-05-24,Dwayne Johnson,Bagong Silang,Instant Noodles,Grocery,,,,GCash
SO-100875,2026-05-24,Aaron Christian,San Miguel,Soap,Household,6.0,172.15,1032.9,GCash
SO-100627,2026-05-24,Alexis Mitchell,Del Pilar,Shampoo,Grocery,5.0,650.48,3252.4,Bank Transfer
SO-100209,2026-05-24,Thomas Frank,Rizal,Instant Noodles,Grocery,4.0,53.76,215.04,Bank Transfer
SO-100162,2026-05-24,Danielle Ramirez,San Jose,Rice,Household,5.0,297.56,1487.8,Card
SO-100677,2026-05-24,Jerome Perez,Del Pilar,Soap,Household,2.0,740.55,1481.1,GCash
SO-100802,2026-05-24,Scott Summers,San Miguel,Coffee,Grocery,2.0,114.18,228.36,Bank Transfer
SO-100087,2026-05-24,Amy Richardson MD,Del Pilar,Rice,Grocery,2.0,194.32,388.64,GCash
SO-100774,2026-05-24,Savannah Huffman,Bayanihan,Canned Sardines,Personal Care,3.0,329.24,987.72,GCash
SO-100614,2026-05-24,Lori Moore,San Isidro,Canned Sardines,Personal Care,1.0,421.56,421.56,Bank Transfer
SO-100190,2026-05-24,Tiffany Davis,Bagong Silang,Cooking Oil,Personal Care,3.0,916.58,2749.74,Card
SO-100178,2026-05-24,Pamela Powell,Mabini,Coffee,Grocery,1.0,93.63,93.63,Card
SO-100392,2026-05-24,Gary Walker,Magsaysay,Coffee,Household,3.0,272.86,818.58,Cash
SO-100408,2026-05-24,Charles Stein,Magsaysay,Soap,Grocery,5.0,742.84,3714.2,GCash
SO-100569,2026-05-24,Richard Freeman,San Jose,Canned Sardines,Household,2.0,905.36,1810.72,Cash
SO-100967,2026-05-24,Cynthia Shaw,Del Pilar,Shampoo,Beverage,6.0,466.8,2800.8,Bank Transfer
SO-100703,2026-05-24,Stacey Drake,Poblacion,Rice,Personal Care,5.0,793.06,3965.3,Card
SO-100511,2026-05-24,Andrea Cline,Sta. Cruz,Rice,Personal Care,4.0,577.17,2308.68,Cash
SO-100711,2026-05-24,Carol Morrow,Sta. Cruz,Soap,Grocery,1.0,542.0,542.0,GCash
SO-100439,2026-05-24,Andrew Molina,San Miguel,Soap,Household,,,,Bank Transfer
SO-100471,2026-05-24,Kevin Morgan,Sta. Cruz,Cooking Oil,Personal Care,4.0,638.41,2553.64,Cash
SO-100398,2026-05-24,Jason Lee,Mabini,Shampoo,Beverage,1.0,127.79,127.79,GCash
SO-100592,2026-05-24,Robert Black,Bagong Silang,Coffee,Personal Care,6.0,63.32,379.92,Bank Transfer
SO-100650,2026-05-24,Matthew Morris,Sta. Cruz,Milk,Beverage,4.0,883.98,3535.92,Bank Transfer
SO-100708,2026-05-24,Cindy Hahn,Del Pilar,Milk,Personal Care,2.0,278.57,557.14,Cash
SO-100876,2026-05-24,Robin Castro,San Miguel,Shampoo,Household,7.0,55.15,386.05,Bank Transfer
SO-100043,2026-05-24,Margaret Wheeler,Maligaya,Milk,Personal Care,3.0,879.19,2637.57,Bank Transfer
SO-100261,2026-05-24,Eric Williams,Magsaysay,Coffee,Household,5.0,285.42,1427.1,Bank Transfer
SO-100566,2026-05-24,Tina Fox,Bagong Silang,Rice,Personal Care,1.0,283.11,283.11,GCash
SO-100429,2026-05-24,Rebecca Perez,San Isidro,Milk,Grocery,6.0,827.87,4967.22,Card
SO-100228,2026-05-24,Kenneth Anderson,Sta. Cruz,Shampoo,Personal Care,5.0,457.58,2287.9,Bank Transfer
SO-100005,2026-05-24,Tyler Roth,Mabini,Shampoo,Grocery,5.0,701.1,3505.5,Bank Transfer
SO-100989,2026-05-24,Tara Johnson,Maligaya,Coffee,Personal Care,5.0,462.76,2313.8,Card
SO-100819,2026-05-24,Jamie Hanson,Sta. Cruz,Cooking Oil,Grocery,6.0,710.58,4263.48,Cash
SO-100318,2026-05-24,Denise Williams,Bayanihan,Shampoo,Beverage,4.0,126.92,507.68,Card
SO-100880,2026-05-24,James Knight,Bayanihan,Coffee,Household,2.0,278.52,557.04,Card
SO-100312,2026-05-24,Kevin Cummings,Bagong Silang,Shampoo,Personal Care,,,,Card
SO-100075,2026-05-24,Nicholas Kelly,San Isidro,Shampoo,Beverage,4.0,105.36,421.44,Bank Transfer
SO-100173,2026-05-24,Steve Petty,Poblacion,Shampoo,Personal Care,6.0,135.38,812.28,GCash
SO-100841,2026-05-24,Elizabeth Smith,Poblacion,Milk,Grocery,5.0,947.28,4736.4,Bank Transfer
SO-100051,2026-05-24,Paula Wilson,Poblacion,Shampoo,Beverage,5.0,79.38,396.9,Bank Transfer
SO-100551,2026-05-24,Alexander Anderson,Sta. Cruz,Cooking Oil,Grocery,1.0,195.13,195.13,Bank Transfer
SO-100796,2026-05-24,Donna Lee,Maligaya,Instant Noodles,Household,4.0,839.78,3359.12,GCash
SO-100487,2026-05-24,Richard Davis,Maligaya,Canned Sardines,Grocery,3.0,206.87,620.61,Bank Transfer
SO-100220,2026-05-24,Kelly Berry,Bagong Silang,Rice,Beverage,8.0,169.47,1355.76,GCash
SO-100508,2026-05-24,Erin Fernandez,Bagong Silang,Soap,Grocery,5.0,944.34,4721.7,Bank Transfer
SO-100585,2026-05-24,John Daniel,Poblacion,Rice,Household,11.0,613.06,6743.66,Cash
SO-100387,2026-05-24,Mr. Jon Garcia,Bagong Silang,Coffee,Household,8.0,714.08,5712.64,Card
SO-100093,2026-05-24,Eric Williams,Poblacion,Canned Sardines,Grocery,32.0,3956.12,12662.48,Bank Transfer
SO-100148,2026-05-24,Patricia Davis,Bayanihan,Soap,Grocery,5.0,41.53,207.65,Card
SO-100482,2026-05-24,Robert Smith,Poblacion,Canned Sardines,Household,3.0,720.67,2162.01,Bank Transfer
SO-100852,2026-05-24,Amy Johnson,Bagong Silang,Coffee,Grocery,7.0,217.57,1522.99,Cash
SO-100249,2026-05-24,Jamie Elliott,San Miguel,Soap,Beverage,2.0,686.4,1372.8,Card
SO-100340,2026-05-24,Jeff Campbell,Bagong Silang,Soap,Household,5.0,437.56,2187.8,Cash
SO-100808,2026-05-24,Jesse Burgess,Del Pilar,Milk,Beverage,7.0,335.09,2345.63,Bank Transfer
SO-100200,2026-05-24,Riley Rosario,San Miguel,Cooking Oil,Grocery,6.0,796.71,4780.26,Bank Transfer
SO-100091,2026-05-24,Robert Patterson,Mabini,Milk,Personal Care,2.0,762.52,1525.04,Bank Transfer
SO-100540,2026-05-24,Rodney Martin,San Jose,Soap,Beverage,3.0,863.66,2590.98,Bank Transfer
SO-100442,2026-05-24,Christina Lang,Rizal,Shampoo,Beverage,4.0,309.11,1236.44,GCash
SO-100985,2026-05-24,Eric Nguyen,San Miguel,Shampoo,Household,9.0,656.76,5910.84,Bank Transfer
SO-100280,2026-05-24,Jose Hughes,Bayanihan,Milk,Personal Care,,,,Card
SO-100410,2026-05-24,Kelly Adams,Bayanihan,Rice,Grocery,2.0,494.52,989.04,Card
SO-100864,2026-05-24,Jennifer Obrien,San Isidro,Cooking Oil,Household,4.0,469.83,1879.32,Cash
SO-100568,2026-05-24,Anthony Perez,Poblacion,Soap,Personal Care,2.0,700.63,1401.26,Cash
SO-100615,2026-05-24,Carolyn Blackburn,San Jose,Shampoo,Household,2.0,340.16,680.32,Bank Transfer
SO-100926,2026-05-24,Jennifer Rivas,San Miguel,Coffee,Beverage,7.0,767.75,5374.25,Card
SO-100335,2026-05-24,Joshua Mendoza IV,Maligaya,Coffee,Beverage,4.0,770.56,3082.24,Bank Transfer
SO-100871,2026-05-24,Michael Chavez,Maligaya,Shampoo,Household,6.0,415.15,2490.9,GCash
SO-100857,2026-05-24,David Graves,Maligaya,Soap,Personal Care,3.0,648.84,1946.52,Bank Transfer
SO-100923,2026-05-24,Michelle Matthews DVM,Mabini,Shampoo,Personal Care,3.0,747.68,2243.04,Cash
SO-100506,2026-05-24,John Lewis,San Jose,Rice,Household,3.0,366.77,1100.31,Bank Transfer
SO-100752,2026-05-24,Cody Cooper,Rizal,Soap,Personal Care,3.0,270.99,812.97,Cash
SO-100759,2026-05-24,Joshua Hale,Magsaysay,Shampoo,Personal Care,6.0,44.94,269.64,Card
SO-100092,2026-05-24,Caroline Olsen,Rizal,Rice,Grocery,3.0,600.5,1801.5,Cash
SO-100742,2026-05-24,Adam Boyd,Sta. Cruz,Milk,Household,6.0,731.94,4391.64,Card
SO-100845,2026-05-24,Laurie Hart,Magsaysay,Shampoo,Household,5.0,573.17,2865.85,GCash
SO-100905,2026-05-24,David Cummings,Del Pilar,Cooking Oil,Household,2.0,457.22,914.44,Card
SO-100911,2026-05-24,Emily Rojas,Del Pilar,Coffee,Personal Care,3.0,537.69,1613.07,Bank Transfer
SO-100575,2026-05-24,Steve Wheeler,Bayanihan,Canned Sardines,Grocery,3.0,613.69,1841.07,Cash
SO-100573,2026-05-24,Phillip Lewis,Bagong Silang,Rice,Grocery,4.0,662.63,2650.52,Bank Transfer
SO-100278,2026-05-24,James Brennan,Bagong Silang,Cooking Oil,Household,3.0,813.57,2440.71,Bank Transfer
SO-100279,2026-05-24,Chelsey Burnett,Maligaya,Canned Sardines,Grocery,4.0,663.39,2653.56,Card
SO-100337,2026-05-24,Greg Barrera,Rizal,Canned Sardines,Beverage,3.0,531.77,1595.31,GCash
SO-100227,2026-05-24,Cathy Jarvis,Mabini,Cooking Oil,Personal Care,1.0,930.62,930.62,Bank Transfer
SO-100008,2026-05-24,Mr. Christopher Garcia,San Jose,Canned Sardines,Grocery,3.0,774.08,2322.24,Card
SO-100085,2026-05-24,Patrick Cardenas,Magsaysay,Coffee,Grocery,5.0,883.42,4417.1,Card
SO-100903,2026-05-24,Steven Foster,Sta. Cruz,Coffee,Personal Care,5.0,488.12,2440.6,Card
SO-100616,2026-05-24,Theresa Gomez,Rizal,Coffee,Personal Care,4.0,748.71,2994.84,Card
SO-100810,2026-05-24,Billy Farley,Bagong Silang,Canned Sardines,Personal Care,7.0,306.88,2148.16,Card
SO-100840,2026-05-24,Ashley Jordan,San Jose,Soap,Grocery,1.0,919.37,919.37,GCash
SO-100096,2026-05-24,John Miller,Bayanihan,Milk,Household,,,,Bank Transfer
SO-100341,2026-05-24,Lynn Martinez,Sta. Cruz,Coffee,Beverage,2.0,542.02,1084.04,Card
SO-100121,2026-05-24,Joshua Hernandez,Maligaya,Instant Noodles,Household,2.0,893.94,1787.88,GCash
SO-100156,2026-05-24,Morgan Wiggins,Sta. Cruz,Instant Noodles,Grocery,3.0,840.76,2522.28,Cash
SO-100751,2026-05-24,James Hodge,Mabini,Coffee,Personal Care,1.0,708.81,708.81,Card
SO-100754,2026-05-24,Sara Sanders,San Isidro,Soap,Household,2.0,161.41,322.82,Card
SO-100681,2026-05-24,Jason Morgan,Magsaysay,Canned Sardines,Beverage,3.0,839.63,2518.89,GCash
SO-100470,2026-05-24,April Roy,Bayanihan,Canned Sardines,Personal Care,6.0,530.03,3180.18,Card
SO-100557,2026-05-24,James Sparks,Bagong Silang,Milk,Personal Care,32.0,3956.12,12662.48,GCash
SO-100293,2026-05-24,Michael Abbott,Mabini,Rice,Grocery,4.0,622.89,2491.56,Cash
SO-100822,2026-05-24,Anthony Parker,Sta. Cruz,Shampoo,Grocery,4.0,675.26,2701.04,GCash
SO-100745,2026-05-24,Kelly Vasquez,San Isidro,Canned Sardines,Household,4.0,521.89,2087.56,Card
SO-100164,2026-05-24,Joe Dunn,San Jose,Cooking Oil,Household,3.0,78.71,236.13,GCash
SO-100746,2026-05-24,Robin Brown,Sta. Cruz,Instant Noodles,Grocery,1.0,667.39,667.39,Card
SO-100282,2026-05-24,Michael Newton,Mabini,Instant Noodles,Grocery,3.0,126.41,379.23,GCash
SO-100364,2026-05-24,Robin Page,Maligaya,Milk,Grocery,1.0,867.7,867.7,Bank Transfer
SO-100310,2026-05-24,Jill Bush,San Miguel,Milk,Grocery,3.0,640.75,1922.25,Card
SO-100510,2026-05-24,Alexander Hill,Magsaysay,Shampoo,Household,1.0,123.9,123.9,Card
SO-100179,2026-05-24,Derrick Vargas,Poblacion,Canned Sardines,Grocery,2.0,613.69,1227.38,Cash
SO-100069,2026-05-24,Steven Campbell,San Isidro,Rice,Grocery,6.0,812.6,4875.6,Card
SO-100934,2026-05-24,Tracey Foley,Poblacion,Shampoo,Grocery,6.0,308.56,1851.36,Bank Transfer
SO-100895,2026-05-24,Matthew Fox,San Isidro,Cooking Oil,Grocery,5.0,253.01,1265.05,Cash
SO-100687,2026-05-24,Veronica Nelson,Magsaysay,Instant Noodles,Beverage,,,,Bank Transfer
SO-100960,2026-05-24,Natalie Stephens,Mabini,Canned Sardines,Household,2.0,350.06,700.12,GCash
SO-100058,2026-05-24,Annette Rowland,Bagong Silang,Soap,Grocery,3.0,948.38,2845.14,Bank Transfer
SO-100884,2026-05-24,Brian Marshall,Mabini,Canned Sardines,Beverage,3.0,542.5,1627.5,Cash
SO-100999,2026-05-24,Austin Hall,Poblacion,Cooking Oil,Household,4.0,809.12,3236.48,Cash
SO-100956,2026-05-24,Kimberly Jones,San Jose,Rice,Personal Care,6.0,558.57,3351.42,Cash
SO-100265,2026-05-24,Jason Welch,Sta. Cruz,Soap,Household,2.0,759.81,1519.62,GCash
SO-100768,2026-05-24,Jordan Cruz DDS,Sta. Cruz,Canned Sardines,Beverage,4.0,260.08,1040.32,Bank Transfer
SO-100800,2026-05-24,Natalie Ross,Sta. Cruz,Cooking Oil,Household,2.0,129.54,259.08,Cash
SO-100380,2026-05-24,Michael Wright,Bagong Silang,Rice,Household,4.0,568.88,2275.52,Card
SO-100604,2026-05-24,Jennifer Moore,San Jose,Milk,Grocery,3.0,161.36,484.08,Bank Transfer
SO-100684,2026-05-24,Kenneth Gray,San Jose,Instant Noodles,Personal Care,1.0,635.01,635.01,Bank Transfer
SO-100794,2026-05-24,Joseph Johnson,San Isidro,Shampoo,Personal Care,5.0,577.43,2887.15,Cash
SO-100729,2026-05-24,Cynthia Farley,Sta. Cruz,Milk,Beverage,1.0,775.14,775.14,GCash
SO-100147,2026-05-24,Nicholas Kaiser,Bayanihan,Canned Sardines,Household,5.0,293.24,1466.2,GCash
SO-100251,2026-05-24,Karen Walton,Mabini,Coffee,Beverage,7.0,705.9,4941.3,Card
SO-100646,2026-05-24,Robert Reed,Del Pilar,Instant Noodles,Household,3.0,847.28,2541.84,GCash
SO-100902,2026-05-24,Lisa Manning,Bagong Silang,Cooking Oil,Beverage,,,,Bank Transfer
SO-100212,2026-05-24,Anita Lee,Magsaysay,Canned Sardines,Personal Care,3.0,176.24,528.72,Card
SO-100440,2026-05-24,Stephanie Johns,Del Pilar,Soap,Beverage,2.0,580.44,1160.88,Cash
SO-100878,2026-05-24,David Garcia,San Isidro,Rice,Grocery,4.0,95.37,381.48,GCash
SO-100330,2026-05-24,Frank Phelps,Poblacion,Rice,Grocery,4.0,688.43,2753.72,Bank Transfer
SO-100781,2026-05-24,Ann Kelly,Bayanihan,Instant Noodles,Personal Care,7.0,398.43,2789.01,GCash
SO-100276,2026-05-24,Christopher Mckay,San Jose,Cooking Oil,Beverage,2.0,825.01,1650.02,Bank Transfer
SO-100801,2026-05-24,Jody Gould,Maligaya,Canned Sardines,Beverage,7.0,569.99,3989.93,Cash
SO-100787,2026-05-24,Susan Kim,Rizal,Instant Noodles,Grocery,6.0,559.36,3356.16,Cash
SO-100667,2026-05-24,Amy Clarke,Poblacion,Milk,Grocery,7.0,696.59,4876.13,Bank Transfer
SO-100693,2026-05-24,Melinda Williams,Rizal,Cooking Oil,Personal Care,2.0,631.98,1263.96,GCash
SO-100448,2026-05-24,Andrea Allen,San Jose,Canned Sardines,Beverage,6.0,133.31,799.86,Card
SO-100170,2026-05-24,Christopher Graves,San Jose,Milk,Beverage,3.0,159.87,479.61,GCash
SO-100821,2026-05-24,John Miller,Bagong Silang,Shampoo,Grocery,4.0,375.69,1502.76,Card
SO-100524,2026-05-24,Dustin Bennett,San Jose,Shampoo,Grocery,1.0,559.22,559.22,Card
SO-100303,2026-05-24,Mr. Joseph Wallace,San Jose,Cooking Oil,Beverage,5.0,424.33,2121.65,Card
SO-100487,2026-05-24,Richard Davis,Maligaya,Canned Sardines,Grocery,3.0,206.87,620.61,Bank Transfer
SO-100737,2026-05-24,Jeremy Li,Bayanihan,Rice,Personal Care,,,,GCash
SO-100832,2026-05-24,Grace Simmons,Mabini,Milk,Grocery,5.0,92.82,464.1,GCash
SO-100019,2026-05-24,Alicia Parker,Magsaysay,Coffee,Personal Care,3.0,516.1,1548.3,Bank Transfer
SO-100324,2026-05-24,Seth Herrera,Sta. Cruz,Canned Sardines,Beverage,3.0,255.63,766.89,GCash
SO-100260,2026-05-24,Christopher Black,Maligaya,Coffee,Beverage,3.0,180.11,540.33,Card
SO-100847,2026-05-24,Carrie Mason,Maligaya,Canned Sardines,Grocery,2.0,650.62,1301.24,Cash
SO-100409,2026-05-24,Matthew Sanchez,Bagong Silang,Instant Noodles,Grocery,4.0,352.47,1409.88,Card
SO-100400,2026-05-24,Kayla Hart,Maligaya,Soap,Household,3.0,741.38,2224.14,Card
SO-100216,2026-05-24,Cheryl Brown,Magsaysay,Rice,Beverage,3.0,196.48,589.44,Bank Transfer
SO-100054,2026-05-24,Jared Lynch,Rizal,Cooking Oil,Personal Care,6.0,656.45,3938.7,GCash
SO-100888,2026-05-24,Natalie Medina,Del Pilar,Milk,Beverage,5.0,898.26,4491.3,Bank Transfer
SO-100150,2026-05-24,Kathleen Arroyo,Del Pilar,Rice,Beverage,2.0,912.61,1825.22,GCash
SO-100696,2026-05-24,Hunter Brown,Rizal,Shampoo,Household,7.0,552.16,3865.12,Card
SO-100877,2026-05-24,Joanna Jones,Bagong Silang,Soap,Household,3.0,876.07,2628.21,Card
SO-100717,2026-05-24,Joseph Anderson,Bayanihan,Coffee,Personal Care,3.0,620.47,1861.41,Bank Transfer
SO-100704,2026-05-24,Luis Riddle,Magsaysay,Soap,Household,5.0,334.96,1674.8,Card
SO-100106,2026-05-24,Samuel Wilson,Poblacion,Rice,Grocery,3.0,381.17,1143.51,GCash
SO-100724,2026-05-24,Heather Smith,Mabini,Cooking Oil,Household,5.0,384.26,1921.3,Cash
SO-100024,2026-05-24,Beverly Ferguson,Magsaysay,Shampoo,Personal Care,4.0,526.83,2107.32,GCash
SO-100915,2026-05-24,Jesse Cruz,San Isidro,Rice,Beverage,2.0,642.56,1285.12,Cash
SO-100533,2026-05-24,Bruce Boone,Maligaya,Instant Noodles,Grocery,5.0,806.49,4032.45,Bank Transfer
SO-100817,2026-05-24,Christopher Simmons,Sta. Cruz,Shampoo,Beverage,3.0,571.03,1713.09,Card
SO-100082,2026-05-24,Daniel Monroe,San Jose,Shampoo,Grocery,3.0,703.26,2109.78,Cash
SO-100842,2026-05-24,Jennifer Mays,Magsaysay,Coffee,Beverage,4.0,482.21,1928.84,Cash
SO-100861,2026-05-24,Mary Ryan,Del Pilar,Instant Noodles,Grocery,3.0,68.59,205.77,Bank Transfer
SO-100613,2026-05-24,Timothy Schroeder,Poblacion,Milk,Grocery,2.0,241.63,483.26,GCash
SO-100379,2026-05-24,Jamie Johnson,Bayanihan,Coffee,Beverage,4.0,422.47,1689.88,Card
SO-100076,2026-05-24,Steven Howard,Sta. Cruz,Soap,Grocery,,,,Bank Transfer
SO-100388,2026-05-24,Christopher Anderson,Poblacion,Shampoo,Beverage,1.0,321.63,321.63,GCash
SO-100406,2026-05-24,Dustin Davis,Magsaysay,Shampoo,Beverage,7.0,776.69,5436.83,GCash
SO-100291,2026-05-24,Mark Wilson,San Jose,Coffee,Personal Care,5.0,689.31,3446.55,Card
SO-100110,2026-05-24,Brian Mcintosh,San Miguel,Instant Noodles,Beverage,8.0,896.92,7175.36,Bank Transfer
SO-100624,2026-05-24,Riley Burns,Bagong Silang,Soap,Household,5.0,548.12,2740.6,Cash
SO-100793,2026-05-24,John Tapia,San Isidro,Instant Noodles,Grocery,3.0,782.31,2346.93,Card
SO-100772,2026-05-24,Jennifer Romero,San Jose,Milk,Grocery,4.0,287.11,1148.44,GCash
SO-100246,2026-05-24,Heather Hall,San Miguel,Instant Noodles,Household,5.0,407.11,2035.55,Cash
SO-100145,2026-05-24,Michael Bernard,San Jose,Coffee,Personal Care,6.0,182.65,1095.9,Cash
SO-100128,2026-05-24,Jamie Johnson,San Isidro,Instant Noodles,Personal Care,4.0,501.12,2004.48,Card
SO-100851,2026-05-24,Michael Crawford,Magsaysay,Cooking Oil,Grocery,2.0,119.69,239.38,Bank Transfer
SO-100622,2026-05-24,Bruce Phillips,Rizal,Rice,Beverage,6.0,591.41,3548.46,Card
SO-100975,2026-05-24,Carlos Dixon,Poblacion,Soap,Grocery,6.0,660.66,3963.96,GCash
SO-100945,2026-05-24,Zoe Arnold,Mabini,Rice,Personal Care,5.0,274.03,1370.15,Card
SO-100486,2026-05-24,Gregory Santiago,Maligaya,Rice,Grocery,6.0,307.08,1842.48,Card
SO-100908,2026-05-24,Rebecca Lee,Rizal,Shampoo,Household,3.0,830.99,2492.97,Cash
SO-100090,2026-05-24,Dana Jones,Bagong Silang,Rice,Grocery,1.0,372.65,372.65,GCash
SO-100205,2026-05-24,Reginald Richardson,Rizal,Rice,Household,4.0,181.05,724.2,GCash
SO-100979,2026-05-24,Meghan Saunders,Sta. Cruz,Cooking Oil,Grocery,4.0,925.67,3702.68,Card
SO-100170,2026-05-24,Christopher Graves,San Jose,Milk,Beverage,3.0,159.87,479.61,GCash
SO-100918,2026-05-24,Blake Gross,Del Pilar,Instant Noodles,Grocery,3.0,453.54,1360.62,GCash
SO-100056,2026-05-24,Cheryl Cabrera,San Jose,Coffee,Personal Care,4.0,59.2,236.8,Bank Transfer
SO-100404,2026-05-24,Mr. Blake Osborn,San Jose,Rice,Beverage,3.0,112.99,338.97,Card
SO-100241,2026-05-24,Calvin Reynolds,Sta. Cruz,Coffee,Beverage,5.0,199.73,998.65,Card
SO-100599,2026-05-24,Breanna Ruiz,Mabini,Milk,Beverage,7.0,577.16,4040.12,Cash
SO-100346,2026-05-24,Wendy Perry,Del Pilar,Instant Noodles,Household,,,,GCash
SO-100097,2026-05-24,Audrey Parker,Sta. Cruz,Cooking Oil,Beverage,2.0,493.99,987.98,Cash
SO-100116,2026-05-24,Jonathan Moore,Del Pilar,Soap,Beverage,5.0,801.86,4009.3,GCash
SO-100201,2026-05-24,John Schultz,Rizal,Instant Noodles,Grocery,7.0,775.96,5431.72,Card
SO-100887,2026-05-24,Michael Drake MD,Rizal,Instant Noodles,Grocery,4.0,227.7,910.8,Card
SO-100479,2026-05-24,Craig Yoder,Rizal,Milk,Personal Care,5.0,215.44,1077.2,GCash
SO-100323,2026-05-24,Mary Williams,Magsaysay,Cooking Oil,Beverage,2.0,97.91,195.82,GCash
SO-100193,2026-05-24,Abigail Davis,Del Pilar,Shampoo,Grocery,4.0,801.4,3205.6,Card
SO-100443,2026-05-24,Mindy Schwartz,Magsaysay,Shampoo,Beverage,8.0,719.6,5756.8,Cash
SO-100815,2026-05-24,Katelyn Carroll,Del Pilar,Shampoo,Personal Care,6.0,744.14,4464.84,Cash
SO-100454,2026-05-24,Christine Meza,Mabini,Instant Noodles,Grocery,2.0,436.22,872.44,Bank Transfer
SO-100528,2026-05-24,Ernest Sawyer,Del Pilar,Instant Noodles,Personal Care,3.0,853.75,2561.25,Card
SO-100805,2026-05-24,Yvette Arnold,Magsaysay,Shampoo,Personal Care,5.0,619.39,3096.95,Bank Transfer
SO-100550,2026-05-24,Alex Adams,Bayanihan,Rice,Personal Care,6.0,698.34,4190.04,GCash
SO-100818,2026-05-24,Stephanie Edwards,Del Pilar,Cooking Oil,Beverage,3.0,494.51,1483.53,Card
SO-100542,2026-05-24,Denise Hamilton,Sta. Cruz,Coffee,Personal Care,5.0,819.53,4097.65,Cash
SO-100993,2026-05-24,Daniel Morales,Sta. Cruz,Instant Noodles,Beverage,2.0,712.6,1425.2,Cash
SO-100296,2026-05-24,Joseph Wright,Bayanihan,Cooking Oil,Household,4.0,274.74,1098.96,Card
SO-100893,2026-05-24,Lori Miller,San Isidro,Milk,Personal Care,4.0,474.25,1897.0,Cash
SO-100601,2026-05-24,Lindsay Barnes,San Isidro,Shampoo,Grocery,,,,Cash
SO-100824,2026-05-24,Joshua Watkins,Poblacion,Coffee,Personal Care,8.0,117.82,942.56,Bank Transfer
SO-100395,2026-05-24,Jacob Jones,Mabini,Soap,Household,3.0,689.48,2068.44,GCash
SO-100426,2026-05-24,Rachel Stout,Del Pilar,Canned Sardines,Household,2.0,894.13,1788.26,Card
SO-100820,2026-05-24,Jacqueline Atkins,Bagong Silang,Rice,Household,5.0,289.31,1446.55,Card
SO-100559,2026-05-24,Nicole Wilson,Poblacion,Instant Noodles,Personal Care,7.0,757.46,5302.22,Card
SO-100525,2026-05-24,Michelle Cox,Bagong Silang,Cooking Oil,Grocery,7.0,39.56,276.92,Cash
SO-100969,2026-05-24,Philip Bush,Sta. Cruz,Canned Sardines,Household,5.0,210.04,1050.2,Cash
SO-100014,2026-05-24,Kenneth Harris,Poblacion,Shampoo,Personal Care,6.0,647.01,3882.06,Bank Transfer
SO-100252,2026-05-24,Andrew Martinez,Maligaya,Rice,Beverage,5.0,385.85,1929.25,GCash
SO-100238,2026-05-24,Alexander Anderson,San Miguel,Rice,Beverage,5.0,940.4,4702.0,Cash
SO-100120,2026-05-24,Erica Choi,Poblacion,Shampoo,Personal Care,1.0,577.06,577.06,Cash
SO-100285,2026-05-24,Michael Rivera,Mabini,Rice,Household,3.0,490.12,1470.36,Cash
SO-100554,2026-05-24,Steven Young,Bayanihan,Milk,Grocery,4.0,559.73,2238.92,GCash
SO-100196,2026-05-24,Michael Duncan,Bagong Silang,Shampoo,Beverage,4.0,196.22,784.88,Card
SO-100345,2026-05-24,Tiffany Kennedy,Magsaysay,Instant Noodles,Grocery,2.0,268.03,536.06,Bank Transfer
